10,100,250,500,1000,2000
0.041,0.058,0.066,0.078,0.089,0.105
0.039,0.038,0.038,0.038,0.076,0.096
0.091,0.157,0.160,0.145,0.152,0.156
0.051,0.069,0.080,0.083,0.090,0.102
0.001,0.000,0.000,0.000,0.000,0.001
0.000,0.000,0.000,0.000,0.000,0.001
0.011,0.035,0.069,0.139,0.278,0.512
0.239,1.663,3.720,7.358,14.735,31.892
