10,100,250,500,1000,2000,5000
1190.800,1215.400,1218.000,1221.000,1223.200,1223.800,1224.400
1191.400,1214.000,1219.000,1221.000,1223.400,1223.200,1224.600
1190.400,1212.400,1218.400,1221.000,1222.800,1223.400,1224.800
1192.200,1206.800,1218.400,1221.000,1223.600,1224.000,1224.800
1192.600,1191.400,1199.000,1220.800,1222.800,1224.200,1224.600
1192.600,1194.400,1192.600,1189.400,1186.800,1192.000,1191.800
