10,100,250,500,1000,2000
0.062,0.086,0.103,0.119,0.122,0.129
0.066,0.083,0.107,0.106,0.111,0.116
0.058,0.093,0.101,0.113,0.115,0.112
0.055,0.092,0.098,0.103,0.111,0.116
0.054,0.087,0.094,0.103,0.114,0.124
0.054,0.086,0.093,0.109,0.101,0.117
0.048,0.085,0.101,0.104,0.110,0.113
