10,100,250,500,1000,2000
13.800,27.800,34.600,57.600,73.400,111.400
17.600,23.400,33.200,52.000,73.600,118.400
16.200,23.400,39.600,51.200,71.800,116.200
15.200,28.600,37.400,52.800,78.000,117.800
15.000,23.600,39.000,47.400,70.800,117.400
19.200,24.400,39.600,58.000,82.000,114.600
18.000,30.200,36.400,47.200,78.000,125.000
