10,100,250,500,1000,2000
0.041,0.058,0.069,0.084,0.093,0.100
0.038,0.041,0.064,0.079,0.085,0.104
0.065,0.106,0.138,0.142,0.141,0.145
0.046,0.069,0.080,0.085,0.098,0.109
