10,100,250,500,1000,2000
0.001,0.000,0.000,0.000,0.000,0.001
0.000,0.000,0.000,0.000,0.000,0.001
0.006,0.018,0.064,0.088,0.143,0.272
0.279,2.148,5.252,10.958,18.512,36.290
