10,100,250,500,1000,2000
0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000,0.000
0.003,0.008,0.018,0.037,0.075,0.148
0.679,5.482,12.138,21.230,40.743,81.740
