10,100,250,500,1000,2000
1.600,1.600,4.200,3.800,10.200,13.400
1.400,1.400,3.600,3.600,7.200,12.800
9.600,21.600,23.000,25.800,48.600,57.600
12.200,10.600,5.800,9.800,10.600,15.200
