10,100,250,500,1000,2000
0.041,0.052,0.068,0.078,0.086,0.101
0.040,0.056,0.064,0.073,0.093,0.104
0.040,0.052,0.065,0.080,0.096,0.104
0.040,0.042,0.061,0.075,0.090,0.098
0.038,0.036,0.040,0.064,0.080,0.098
0.037,0.039,0.035,0.039,0.035,0.036
